ID,CommonName,SMILES,Formula,AverageMass,MolecularWeight,MonoisotopicMass,NominalMass
19858,"1-[(6bS,9aR)-1-(4-Fluorophenyl)-4a,6a,8,8-tetramethyl-4,4a,4b,5,6,6a,9a,10,10a,10b,11,12-dodecahydro[1,3]dioxolo[3′,4′]cyclopenta[1′,2′:5,6]naphtho[1,2-f]indazol-6b(1H)-yl]-2-hydroxyethanone",CC1(C)O[C@@H]2CC3C4CCC5=Cc6c(cnn6-c6ccc(F)cc6)CC5(C)C4CCC3(C)[C@]2(C(=O)CO)O1,C_{31}H_{37}FN_{2}O_{4},520.645,520.645,520.273736,520
20612,"2-[(4-Ethoxy-3-fluorobenzoyl)oxy]-N,N-diethylethanaminium chloride",CCOc1ccc(C(=O)OCC[NH+](CC)CC)cc1F.[Cl-],C_{15}H_{23}ClFNO_{3},319.801,319.801,319.135049,319
20613,2-(Diethylamino)ethyl 4-ethoxy-3-fluorobenzoate,CCOc1ccc(C(=O)OCCN(CC)CC)cc1F,C_{15}H_{22}FNO_{3},283.343,283.343,283.158372,283
20614,"3-[(4-Ethoxy-3-fluorobenzoyl)oxy]-N,N-diethyl-1-propanaminium chloride",CCOc1ccc(C(=O)OCCC[NH+](CC)CC)cc1F.[Cl-],C_{16}H_{25}ClFNO_{3},333.828,333.828,333.1507,333
20615,3-(Diethylamino)propyl 4-ethoxy-3-fluorobenzoate,CCOc1ccc(C(=O)OCCCN(CC)CC)cc1F,C_{16}H_{24}FNO_{3},297.37,297.37,297.174022,297
20618,"5-[3-(Trifluoromethyl)phenyl]-1,3,4-oxadiazol-2-amine",Nc1nnc(-c2cccc(C(F)(F)F)c2)o1,C_{9}H_{6}F_{3}N_{3}O,229.161,229.161,229.046296,229
20772,N-(2-Furylmethyl)-N-methyl-1-[3-(trifluoromethyl)phenyl]-2-propanamine,CC(Cc1cccc(C(F)(F)F)c1)N(C)Cc1ccco1,C_{16}H_{18}F_{3}NO,297.32,297.32,297.134049,297
20836,MNAF,CN(C(=O)CF)c1cccc2ccccc12,C_{13}H_{12}FNO,217.243,217.243,217.090292,217
21191,(4-Methyl-2-{[3-(trifluoromethyl)benzoyl]amino}phenoxy)acetic acid,Cc1ccc(OCC(=O)O)c(NC(=O)c2cccc(C(F)(F)F)c2)c1,C_{17}H_{14}F_{3}NO_{4},353.296,353.296,353.087493,353
21612,"4,6-Dinitro-2-(trifluoromethyl)-1H-benzimidazole",O=[N+]([O-])c1cc([N+](=O)[O-])c2nc(C(F)(F)F)[nH]c2c1,C_{8}H_{3}F_{3}N_{4}O_{4},276.13,276.13,276.010639,276
21613,6-Chloro-5-nitro-2-(trifluoromethyl)-1H-benzimidazole,O=[N+]([O-])c1cc2nc(C(F)(F)F)[nH]c2cc1Cl,C_{8}H_{3}ClF_{3}N_{3}O_{2},265.575,265.575,264.986589,265
21614,"5,6-Dichloro-4-nitro-2-(trifluoromethyl)-1H-benzimidazole",O=[N+]([O-])c1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,C_{8}H_{2}Cl_{2}F_{3}N_{3}O_{2},300.017,300.017,298.947616,299
21615,"4,5-Dichloro-6-nitro-2-(trifluoromethyl)-1H-benzimidazole",O=[N+]([O-])c1cc2[nH]c(C(F)(F)F)nc2c(Cl)c1Cl,C_{8}H_{2}Cl_{2}F_{3}N_{3}O_{2},300.017,300.017,298.947616,299
21616,"4,6-Dichloro-5-nitro-2-(trifluoromethyl)-1H-benzimidazole",O=[N+]([O-])c1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,C_{8}H_{2}Cl_{2}F_{3}N_{3}O_{2},300.017,300.017,298.947616,299
21620,"3-ETHYL-1-(PARA-FLUOROPHENYL)-4,5-DIHYDRO-6-PHENYLPYRAZOLO(3,4-C)PYRIDIN-7-ONE",CCc1nn(-c2ccc(F)cc2)c2c1CCN(c1ccccc1)C2=O,C_{20}H_{18}FN_{3}O,335.382,335.382,335.14339,335
21751,Olaflur,CCCCCCCCCCCCCCCCCCN(CCO)CCCN(CCO)CCO.F.F,C_{27}H_{60}F_{2}N_{2}O_{3},498.784,498.784,498.4572,498
21803,"1-[5-(Dimethylamino)-1H-indol-3-yl]-2,2,2-trifluoroethanone",CN(C)c1ccc2[nH]cc(C(=O)C(F)(F)F)c2c1,C_{12}H_{11}F_{3}N_{2}O,256.227,256.227,256.082348,256
21983,FLUMETRAMIDE,O=C1COC(c2ccc(C(F)(F)F)cc2)CN1,C_{11}H_{10}F_{3}NO_{2},245.2,245.2,245.066363,245
22043,Fluorodinitromethane,O=[N+]([O-])C(F)[N+](=O)[O-],CHFN_{2}O_{4},124.027,124.027,123.992035,124
22530,fluminorex,NC1=NCC(c2ccc(C(F)(F)F)cc2)O1,C_{10}H_{9}F_{3}N_{2}O,230.189,230.189,230.066698,230
22656,"N,N-Diethyl-3-[(4-fluorobenzoyl)oxy]-1-propanaminium chloride",CC[NH+](CC)CCCOC(=O)c1ccc(F)cc1.[Cl-],C_{14}H_{21}ClFNO_{2},289.775,289.775,289.124485,289
22657,3-(Diethylamino)propyl 4-fluorobenzoate,CCN(CC)CCCOC(=O)c1ccc(F)cc1,C_{14}H_{20}FNO_{2},253.317,253.317,253.147807,253
22673,"N,N-Diethyl-2-[(4-fluorobenzoyl)oxy]ethanaminium chloride",CC[NH+](CC)CCOC(=O)c1ccc(F)cc1.[Cl-],C_{13}H_{19}ClFNO_{2},275.748,275.748,275.108835,275
22674,2-(Diethylamino)ethyl 4-fluorobenzoate,CCN(CC)CCOC(=O)c1ccc(F)cc1,C_{13}H_{18}FNO_{2},239.29,239.29,239.132157,239
22801,5-Fluoro-3-phenyl-2-{4-[2-(1-pyrrolidinyl)ethoxy]phenyl}-1H-indole,Fc1ccc2[nH]c(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c2c1,C_{26}H_{25}FN_{2}O,400.497,400.497,400.195092,400
23169,"2-Fluoro-N-methyl-N-(2,4,5-trichlorophenyl)acetamide",CN(C(=O)CF)c1cc(Cl)c(Cl)cc1Cl,C_{9}H_{7}Cl_{3}FNO,270.509,270.509,268.957725,269
23170,2-Fluoro-N-methyl-N-(3-methylphenyl)acetamide,Cc1cccc(N(C)C(=O)CF)c1,C_{10}H_{12}FNO,181.21,181.21,181.090292,181
23171,N-Ethyl-2-fluoro-N-(1-naphthyl)acetamide,CCN(C(=O)CF)c1cccc2ccccc12,C_{14}H_{14}FNO,231.27,231.27,231.105942,231
23172,2-Fluoro-N-(1-naphthylmethyl)-N-phenylacetamide,O=C(CF)N(Cc1cccc2ccccc12)c1ccccc1,C_{19}H_{16}FNO,293.341,293.341,293.121592,293
23173,2-Fluoro-N-(4-fluorophenyl)-N-methylacetamide,CN(C(=O)CF)c1ccc(F)cc1,C_{9}H_{9}F_{2}NO,185.173,185.173,185.06522,185
23174,2-Fluoro-N-(4-fluorophenyl)-N-(2-hydroxyethyl)acetamide,O=C(CF)N(CCO)c1ccc(F)cc1,C_{10}H_{11}F_{2}NO_{2},215.199,215.199,215.075785,215
23175,N-(4-Chlorophenyl)-2-fluoro-N-(2-hydroxyethyl)acetamide,O=C(CF)N(CCO)c1ccc(Cl)cc1,C_{10}H_{11}ClFNO_{2},231.651,231.651,231.046234,231
23176,2-Fluoro-N-methyl-N-(4-nitrophenyl)acetamide,CN(C(=O)CF)c1ccc([N+](=O)[O-])cc1,C_{9}H_{9}FN_{2}O_{3},212.18,212.18,212.05972,212
23177,"N-Ethyl-2-fluoro-N-(2,4,5-trichlorophenyl)acetamide",CCN(C(=O)CF)c1cc(Cl)c(Cl)cc1Cl,C_{10}H_{9}Cl_{3}FNO,284.536,284.536,282.973375,283
23178,2-Fluoro-N-(2-hydroxyethyl)-N-(1-naphthyl)acetamide,O=C(CF)N(CCO)c1cccc2ccccc12,C_{14}H_{14}FNO_{2},247.269,247.269,247.100857,247
23179,2-Fluoro-N-(1-hydroxy-2-propanyl)-N-(1-naphthyl)acetamide,CC(CO)N(C(=O)CF)c1cccc2ccccc12,C_{15}H_{16}FNO_{2},261.296,261.296,261.116507,261
23180,2-Fluoro-N-methyl-N-(2-naphthyl)acetamide,CN(C(=O)CF)c1ccc2ccccc2c1,C_{13}H_{12}FNO,217.243,217.243,217.090292,217
23181,2-Fluoro-N-(1-hydroxy-2-propanyl)-N-(2-naphthyl)acetamide,CC(CO)N(C(=O)CF)c1ccc2ccccc2c1,C_{15}H_{16}FNO_{2},261.296,261.296,261.116507,261
23441,"5-Methyl-2-(trifluoromethyl)-5,9,10,14b-tetrahydroisoquinolino[2,1-d][1,4]benzodiazepin-6(7H)-one",CN1C(=O)CN2CCc3ccccc3C2c2cc(C(F)(F)F)ccc21,C_{19}H_{17}F_{3}N_{2}O,346.352,346.352,346.129298,346
23461,"1-(2-Fluorobenzyl)-6,7-dimethoxy-3,4-dihydroisoquinoline",COc1cc2c(cc1OC)C(Cc1ccccc1F)=NCC2,C_{18}H_{18}FNO_{2},299.345,299.345,299.132157,299
23473,2-Fluoroethyl nitrite,O=NOCCF,C_{2}H_{4}FNO_{2},93.057,93.057,93.022607,93
23533,4-Amino-1-[(3ξ)-2-deoxy-β-D-glycero-pentofuranosyl]-5-fluoro-2(1H)-pyrimidinone,Nc1nc(=O)n([C@H]2CC(O)[C@@H](CO)O2)cc1F,C_{9}H_{12}FN_{3}O_{4},245.21,245.21,245.081184,245
23626,Seperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1,C_{22}H_{22}ClF_{4}NO_{2},443.865,443.865,443.12752,443
23953,3-(Trifluoromethyl)phenylurea,NC(=O)Nc1cccc(C(F)(F)F)c1,C_{8}H_{7}F_{3}N_{2}O,204.151,204.151,204.051048,204
24192,triflocin,O=C(O)c1cnccc1Nc1cccc(C(F)(F)F)c1,C_{13}H_{9}F_{3}N_{2}O_{2},282.221,282.221,282.061612,282
24455,fluoronitrofen,O=[N+]([O-])c1ccc(Oc2c(F)cc(Cl)cc2Cl)cc1,C_{12}H_{6}Cl_{2}FNO_{3},302.082,302.082,300.970877,301
24457,"2,4-Dinitro-N-[4-(trifluoromethyl)phenyl]aniline",O=[N+]([O-])c1ccc(Nc2ccc(C(F)(F)F)cc2)c([N+](=O)[O-])c1,C_{13}H_{8}F_{3}N_{3}O_{4},327.218,327.218,327.04669,327
24519,1-(4-FLUOROPHENYL)-5-METHYL-2-IMIDAZOLONE,Cc1c[nH]c(=O)n1-c1ccc(F)cc1,C_{10}H_{9}FN_{2}O,192.193,192.193,192.069891,192
24532,"1-[(1R,2R,10bR)-10b-Fluoro-1,11-dihydroxy-2,10a,12a-trimethyl-1,2,3,3a,3b,4,5,7,10,10a,10b,11,12,12a-tetradecahydrocyclopenta[5,6]naphtho[1,2-f]indazol-1-yl]-2-hydroxyethanone",C[C@@H]1CC2C3CCC4=Cc5[nH]ncc5CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CO,C_{23}H_{31}FN_{2}O_{4},418.509,418.509,418.226786,418
24742,"4-[4-(4-Fluorophenyl)-4-oxobutyl]-4-azoniatricyclo[5.2.1.0~2,6~]deca-3,8-diene chloride",O=C(CCC[N+]1=CC2C3C=CC(C3)C2C1)c1ccc(F)cc1.[Cl-],C_{19}H_{21}ClFNO,333.831,333.831,333.12957,333
24743,"4-[4-(4-Fluorophenyl)-4-oxobutyl]-4-azoniatricyclo[5.2.1.0~2,6~]deca-3,8-diene",O=C(CCC[N+]1=CC2C3C=CC(C3)C2C1)c1ccc(F)cc1,C_{19}H_{21}FNO,298.381,298.381,298.160169,298
24744,"4-[4-(4-Fluorophenyl)-4-oxobutyl]-4-azoniatricyclo[5.2.2.0~2,6~]undeca-3,8-diene chloride",O=C(CCC[N+]1=CC2C3C=CC(CC3)C2C1)c1ccc(F)cc1.[Cl-],C_{20}H_{23}ClFNO,347.858,347.858,347.14522,347
24745,"4-[4-(4-Fluorophenyl)-4-oxobutyl]-4-azoniatricyclo[5.2.2.0~2,6~]undeca-3,8-diene",O=C(CCC[N+]1=CC2C3C=CC(CC3)C2C1)c1ccc(F)cc1,C_{20}H_{23}FNO,312.408,312.408,312.175819,312
24776,Fenazaflor,O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,C_{15}H_{7}Cl_{2}F_{3}N_{2}O_{2},375.127,375.127,373.983667,374
24859,"1-[2-(2-Fluorobenzoyl)-1H-pyrrol-1-yl]-N,N-dimethyl-2-propanaminium chloride",CC(Cn1cccc1C(=O)c1ccccc1F)[NH+](C)C.[Cl-],C_{16}H_{20}ClFN_{2}O,310.797,310.797,310.124819,310
24860,{1-[2-(Dimethylamino)propyl]-1H-pyrrol-2-yl}(2-fluorophenyl)methanone,CC(Cn1cccc1C(=O)c1ccccc1F)N(C)C,C_{16}H_{19}FN_{2}O,274.339,274.339,274.148141,274
24940,"N-(4-Ethylphenyl)-2,2,2-trifluoroacetamide",CCc1ccc(NC(=O)C(F)(F)F)cc1,C_{10}H_{10}F_{3}NO,217.19,217.19,217.071449,217
25013,5-(TRIFLUOROMETHYL)BENZO[D]OXAZOL-2(3H)-ONE,O=c1[nH]c2cc(C(F)(F)F)ccc2o1,C_{8}H_{4}F_{3}NO_{2},203.119,203.119,203.019413,203
25059,2-[2-(Dimethylamino)ethyl]-2-(4-fluorophenyl)-3-methylbutanamide,CC(C)C(CCN(C)C)(C(N)=O)c1ccc(F)cc1,C_{15}H_{23}FN_{2}O,266.36,266.36,266.179442,266
25089,"4,6-Dichloro-5,7-dinitro-2-(trifluoromethyl)-1H-benzimidazole",O=[N+]([O-])c1c(Cl)c([N+](=O)[O-])c2[nH]c(C(F)(F)F)nc2c1Cl,C_{8}HCl_{2}F_{3}N_{4}O_{4},345.014,345.014,343.932695,344
25116,"2-[2-(4-Fluorobenzoyl)-1H-pyrrol-1-yl]-N,N-dimethylethanaminium chloride",C[NH+](C)CCn1cccc1C(=O)c1ccc(F)cc1.[Cl-],C_{15}H_{18}ClFN_{2}O,296.77,296.77,296.109169,296
25117,{1-[2-(Dimethylamino)ethyl]-1H-pyrrol-2-yl}(4-fluorophenyl)methanone,CN(C)CCn1cccc1C(=O)c1ccc(F)cc1,C_{15}H_{17}FN_{2}O,260.312,260.312,260.132491,260
25258,2-Methoxy-N-methyl-2-[3-(trifluoromethyl)phenyl]ethanamine hydrochloride (1:1),CNCC(OC)c1cccc(C(F)(F)F)c1.Cl,C_{11}H_{15}ClF_{3}NO,269.691,269.691,269.079426,269
25259,Fludorex,CNCC(OC)c1cccc(C(F)(F)F)c1,C_{11}H_{14}F_{3}NO,233.233,233.233,233.102749,233
25312,N-(2-Fluoroethyl)-N-(2-methoxyethyl)-2-naphthalenamine,COCCN(CCF)c1ccc2ccccc2c1,C_{15}H_{18}FNO,247.313,247.313,247.137242,247
25404,FLUORODIFEN,O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,C_{13}H_{7}F_{3}N_{2}O_{5},328.202,328.202,328.030706,328
25482,2-(4-Butoxy-3-fluorophenyl)-N-hydroxyacetamide,CCCCOc1ccc(CC(=O)NO)cc1F,C_{12}H_{16}FNO_{3},241.262,241.262,241.111422,241
25695,"3-[4-(4-Fluorophenyl)-4-oxobutyl]-1,8,8-trimethyl-3-azoniabicyclo[3.2.1]octane chloride",CC12CCC(C[NH+](CCCC(=O)c3ccc(F)cc3)C1)C2(C)C.[Cl-],C_{20}H_{29}ClFNO,353.906,353.906,353.19217,353
25696,"1-(4-Fluorophenyl)-4-(1,8,8-trimethyl-3-azabicyclo[3.2.1]oct-3-yl)-1-butanone",CC12CCC(CN(CCCC(=O)c3ccc(F)cc3)C1)C2(C)C,C_{20}H_{28}FNO,317.448,317.448,317.215493,317
25697,1-[4-(4-Fluorophenyl)-4-oxobutyl]-3-azoniabicyclo[3.2.2]nonane chloride,O=C(CCCC12CCC(CC1)C[NH2+]C2)c1ccc(F)cc1.[Cl-],C_{18}H_{25}ClFNO,325.852,325.852,325.16087,325
25698,4-(3-Azabicyclo[3.2.2]non-1-yl)-1-(4-fluorophenyl)-1-butanone,O=C(CCCC12CCC(CC1)CNC2)c1ccc(F)cc1,C_{18}H_{24}FNO,289.394,289.394,289.184193,289
25699,1-[4-(4-Fluorophenyl)-4-oxobutyl]-3-azoniabicyclo[3.2.0]heptane chloride,O=C(CCCC12CCC1C[NH2+]C2)c1ccc(F)cc1.[Cl-],C_{16}H_{21}ClFNO,297.798,297.798,297.12957,297
25700,4-(3-Azabicyclo[3.2.0]hept-1-yl)-1-(4-fluorophenyl)-1-butanone,O=C(CCCC12CCC1CNC2)c1ccc(F)cc1,C_{16}H_{20}FNO,261.34,261.34,261.152892,261
25701,"2-[4-(4-Fluorophenyl)-4-oxobutyl]-1,2,3,4-tetrahydroisoquinolinium chloride",O=C(CCC[NH+]1CCc2ccccc2C1)c1ccc(F)cc1.[Cl-],C_{19}H_{21}ClFNO,333.831,333.831,333.12957,333
25702,"4-(3,4-Dihydro-2(1H)-isoquinolinyl)-1-(4-fluorophenyl)-1-butanone",O=C(CCCN1CCc2ccccc2C1)c1ccc(F)cc1,C_{19}H_{20}FNO,297.373,297.373,297.152892,297
25900,(4-Methyl-2-{[3-(trifluoromethyl)phenyl]carbamoyl}phenoxy)acetic acid,Cc1ccc(OCC(=O)O)c(C(=O)Nc2cccc(C(F)(F)F)c2)c1,C_{17}H_{14}F_{3}NO_{4},353.296,353.296,353.087493,353
25901,(2-{[3-(Trifluoromethyl)phenyl]carbamoyl}phenoxy)acetic acid,O=C(O)COc1ccccc1C(=O)Nc1cccc(C(F)(F)F)c1,C_{16}H_{12}F_{3}NO_{4},339.269,339.269,339.071843,339
25941,Aluminum flufenamate,O=C([O-])c1ccccc1Nc1cccc(C(F)(F)F)c1.O=C([O-])c1ccccc1Nc1cccc(C(F)(F)F)c1.O=C([O-])c1ccccc1Nc1cccc(C(F)(F)F)c1.[Al+3],C_{42}H_{27}AlF_{9}N_{3}O_{6},867.657,867.657,867.157153,867
26224,"2-Fluoro-2,2-dinitroethanol",O=[N+]([O-])C(F)(CO)[N+](=O)[O-],C_{2}H_{3}FN_{2}O_{5},154.053,154.053,154.002599,154
26335,1-(4-Fluorophenyl)-2-[4-(2-methoxyphenyl)-1-piperazinyl]ethanone,COc1ccccc1N1CCN(CC(=O)c2ccc(F)cc2)CC1,C_{19}H_{21}FN_{2}O_{2},328.387,328.387,328.158706,328
26369,1-(4-Fluorophenyl)-9-[4-(2-methoxyphenyl)-1-piperazinyl]-1-nonanone,COc1ccccc1N1CCN(CCCCCCCCC(=O)c2ccc(F)cc2)CC1,C_{26}H_{35}FN_{2}O_{2},426.576,426.576,426.268257,426
26370,1-[4-(4-Fluorophenyl)-4-oxobutyl]-4-(2-methoxyphenyl)piperazin-1-ium chloride,COc1ccccc1N1CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1.[Cl-],C_{21}H_{26}ClFN_{2}O_{2},392.899,392.899,392.166684,392
26371,1-(4-Fluorophenyl)-7-[4-(2-methoxyphenyl)-1-piperazinyl]-1-heptanone,COc1ccccc1N1CCN(CCCCCCC(=O)c2ccc(F)cc2)CC1,C_{24}H_{31}FN_{2}O_{2},398.522,398.522,398.236956,398
26409,(4-Chloro-2-{[3-(trifluoromethyl)benzoyl]amino}phenyl)acetic acid,O=C(O)Cc1ccc(Cl)cc1NC(=O)c1cccc(C(F)(F)F)c1,C_{16}H_{11}ClF_{3}NO_{3},357.712,357.712,357.037956,357
26435,Seperidol hydrochloride,O=C(CCC[NH+]1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1.[Cl-],C_{22}H_{23}Cl_{2}F_{4}NO_{2},480.323,480.323,479.104197,479
26644,Didesethylflurazepam,NCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,C_{17}H_{15}ClFN_{3}O,331.775,331.775,331.088768,331
26645,N-Desalkyl-3-hydroxyflurazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2F)=NC1O,C_{15}H_{10}ClFN_{2}O_{2},304.705,304.705,304.041483,304
26709,"1-[(1R,2R,3cS,4aS)-4,4-Difluoro-6-(4-fluorophenyl)-1,10-dihydroxy-2,9a,11a-trimethyl-2,3,3a,3b,3c,4,4a,6,9,9a,9b,10,11,11a-tetradecahydro-1H-cyclopenta[5,6]cyclopropa[3,4]naphtho[1,2-f]indazol-1-yl]-2
-hydroxyethanone",C[C@@H]1CC2C3C(C(O)CC2(C)[C@@]1(O)C(=O)CO)C1(C)Cc2cnn(-c4ccc(F)cc4)c2C=C1[C@@H]1[C@H]3C1(F)F,C_{30}H_{33}F_{3}N_{2}O_{4},542.598,542.598,542.239242,542
26836,2-(4-Chloro-2-{[3-(trifluoromethyl)benzoyl]amino}phenoxy)butanoic acid,CCC(Oc1ccc(Cl)cc1NC(=O)c1cccc(C(F)(F)F)c1)C(=O)O,C_{18}H_{15}ClF_{3}NO_{4},401.765,401.765,401.06417,401
27221,"3-(Trifluoromethyl)-5,6,7,8,9,10-hexahydro-11H-cyclohepta[b]quinolin-11-one",O=c1c2c([nH]c3cc(C(F)(F)F)ccc13)CCCCC2,C_{15}H_{14}F_{3}NO,281.277,281.277,281.102749,281
27229,"11-[3-(Dimethylammonio)propoxy]-3-(trifluoromethyl)-7,8,9,10-tetrahydro-6H-cyclohepta[b]quinolinium dichloride",C[NH+](C)CCCOc1c2c([nH+]c3cc(C(F)(F)F)ccc13)CCCCC2.[Cl-].[Cl-],C_{20}H_{27}Cl_{2}F_{3}N_{2}O,439.343,439.343,438.145254,438
27230,"N,N-Dimethyl-3-{[3-(trifluoromethyl)-7,8,9,10-tetrahydro-6H-cyclohepta[b]quinolin-11-yl]oxy}-1-propanamine",CN(C)CCCOc1c2c(nc3cc(C(F)(F)F)ccc13)CCCCC2,C_{20}H_{25}F_{3}N_{2}O,366.427,366.427,366.191898,366
27463,"5-Phenyl-7-(trifluoromethoxy)-2,3-dihydro-1H-1,4-benzodiazepine",FC(F)(F)Oc1ccc2c(c1)C(c1ccccc1)=NCCN2,C_{16}H_{13}F_{3}N_{2}O,306.287,306.287,306.097998,306
27469,5-CHLORO-2-(3-DIMETHYLAMINOPROPYL)AMINO-2′-FLUOROBENZOPHENONE,CN(C)CCCNc1ccc(Cl)cc1C(=O)c1ccccc1F,C_{18}H_{20}ClFN_{2}O,334.819,334.819,334.124819,334
27505,"N,N-Dimethyl-3-[2-oxo-5-(trifluoromethyl)-1,3-benzoxazol-3(2H)-yl]-1-propanaminium 2,4,6-trinitrophenolate",C[NH+](C)CCCn1c(=O)oc2ccc(C(F)(F)F)cc21.O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,C_{19}H_{18}F_{3}N_{5}O_{9},517.373,517.373,517.105662,517
27506,3-[3-(Dimethylamino)propyl]-5-(trifluoromethyl)-2(3H)-benzoxazolone,CN(C)CCCn1c(=O)oc2ccc(C(F)(F)F)cc21,C_{13}H_{15}F_{3}N_{2}O_{2},288.269,288.269,288.108562,288
27629,1-(4-Fluorophenyl)-4-(4-hydroxypiperidin-1-yl)butan-1-one hydrochloride (1:1),Cl.O=C(CCCN1CCC(O)CC1)c1ccc(F)cc1,C_{15}H_{21}ClFNO_{2},301.786,301.786,301.124485,301
27630,1-(4-Fluorophenyl)-4-(4-hydroxy-1-piperidinyl)-1-butanone,O=C(CCCN1CCC(O)CC1)c1ccc(F)cc1,C_{15}H_{20}FNO_{2},265.328,265.328,265.147807,265
27638,"5,6-Dichloro-2-(trifluoromethyl)-1H-benzimidazol-4-ol",Oc1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,C_{8}H_{3}Cl_{2}F_{3}N_{2}O,271.019,271.019,269.957453,270
27732,"2-[(4bR)-4b-Fluoro-5-hydroxy-4a,6a,8-trimethyl-2-oxo-2,4a,4b,5,6,6a,9a,10,10a,10b,11,12-dodecahydro-6bH-naphtho[2′,1′:4,5]indeno[1,2-d][1,3]oxazol-6b-yl]-2-oxoethyl acetate",CC(=O)OCC(=O)C12N=C(C)OC1CC1C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC12C,C_{25}H_{30}FNO_{6},459.514,459.514,459.205716,459
28168,Ethyl 2-nitro-4-(trifluoromethyl)phenyl carbonate,CCOC(=O)Oc1ccc(C(F)(F)F)cc1[N+](=O)[O-],C_{10}H_{8}F_{3}NO_{5},279.17,279.17,279.035457,279
28203,"1,1-Bis(4-fluorophenyl)-2-propyn-1-yl cycloheptylcarbamate",C#CC(OC(=O)NC1CCCCCC1)(c1ccc(F)cc1)c1ccc(F)cc1,C_{23}H_{23}F_{2}NO_{2},383.438,383.438,383.169685,383
28235,"7-Chloro-5-(2-fluorophenyl)-1-(2-hydroxyethyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one",O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO,C_{17}H_{14}ClFN_{2}O_{2},332.759,332.759,332.072784,332
28245,carperone,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,C_{19}H_{27}FN_{2}O_{3},350.434,350.434,350.200571,350
28257,2-Phenyl-N-{1-[3-(trifluoromethyl)phenyl]-2-propanyl}acetamide,CC(Cc1cccc(C(F)(F)F)c1)NC(=O)Cc1ccccc1,C_{18}H_{18}F_{3}NO,321.342,321.342,321.134049,321
28321,2-Amino-1-[3-(trifluoromethyl)phenyl]ethanol,NCC(O)c1cccc(C(F)(F)F)c1,C_{9}H_{10}F_{3}NO,205.179,205.179,205.071449,205
28457,Ahr-1900 Hydrochloride,COc1ccccc1OC1CCN(CCCC(=O)c2ccc(F)cc2)C1.Cl,C_{21}H_{25}ClFNO_{3},393.883,393.883,393.1507,393
28458,1-(4-Fluorophenyl)-4-[3-(2-methoxyphenoxy)-1-pyrrolidinyl]-1-butanone,COc1ccccc1OC1CCN(CCCC(=O)c2ccc(F)cc2)C1,C_{21}H_{24}FNO_{3},357.425,357.425,357.174022,357
28540,1-(4-Fluorophenyl)-4-[8-(trifluoromethyl)-3-azaspiro[5.5]undec-3-yl]-1-butanone,O=C(CCCN1CCC2(CCCC(C(F)(F)F)C2)CC1)c1ccc(F)cc1,C_{21}H_{27}F_{4}NO,385.445,385.445,385.202877,385
28757,9-(3-DIMETHYLAMINOPROPYL)-2-TRIFLUOROMETHYLXANTHENE,CN(C)CCCC1c2ccccc2Oc2ccc(C(F)(F)F)cc21,C_{19}H_{20}F_{3}NO,335.369,335.369,335.149699,335
28907,triflubazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(C(F)(F)F)ccc21,C_{17}H_{13}F_{3}N_{2}O_{2},334.297,334.297,334.092912,334
29318,flucrylate,C=C(C#N)C(=O)OC(C)C(F)(F)F,C_{7}H_{6}F_{3}NO_{2},193.124,193.124,193.035063,193
29343,halazepam,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,C_{17}H_{12}ClF_{3}N_{2}O,352.74,352.74,352.059025,352
29436,boxidine,FC(F)(F)c1ccc(-c2ccc(OCCN3CCCC3)cc2)cc1,C_{19}H_{20}F_{3}NO,335.369,335.369,335.149699,335
29503,"1-[(11R)-7-(4-Fluorophenyl)-1,11-dihydroxy-2,10a,12a-trimethyl-1,2,3,3a,3b,4,5,7,10,10a,10b,11,12,12a-tetradecahydrocyclopenta[5,6]naphtho[1,2-f]indazol-1-yl]-2-hydroxyethanone",CC1CC2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)C3[C@H](O)CC2(C)C1(O)C(=O)CO,C_{29}H_{35}FN_{2}O_{4},494.607,494.607,494.258086,494
